Italy;ITA;1270052525928.4;2083864259622.65
Jamaica;JAM;8763219645.29332;15713908816.1463
Jordan;JOR;8023356840.62059;42231295774.6479
Japan;JPN;4032509760872.94;4971323079771.87
Kazakhstan;KAZ;22135245413.2312;179339994859.384
Kenya;KEN;14093998843.7334;87908262519.9164
Kyrgyz Republic;KGZ;1645963749.83146;8092836608.78875
Cambodia;KHM;3120425502.58253;24542474061.2426
Kiribati;KIR;65334841.0604347;188284518.828452
St. Kitts and Nevis;KNA;383257146.034924;1010822222.22222
Korea; Rep.;557503074772.151;1530750923148.7
Kuwait;KWT;25939960629.9213;140645364238.411
Latin America & Caribbean (excluding high income);LAC;2099481346608.75;5204644664482.81
Lao PDR;LAO;1280177838.71905;17953786416.1431
Lebanon;LBN;17247179005.5219;56639155555.5556
Liberia;LBR;;3264000000
Libya;LBY;27249786142.0017;48364208571.4286
St. Lucia;LCA;784752481.481482;1921848222.22222
Latin America & Caribbean;LCN;2299256311975.27;5800575821179.99
Least developed countries: UN classification;LDC;185936309748.496;1064640218766.34
Low income;LIC;114677571875.348;588230486530.751
Liechtenstein;LIE;2479721340.8746;
Sri Lanka;LKA;15794972847.1683;88900770857.6351
Lower middle income;LMC;1130985665866.87;6702064695979.28
Low & middle income;LMY;5620454076342.74;31735605407696.8
Lesotho;LSO;928458205.958432;2738786277.79392
Late-demographic dividend;LTE;3352632300539.47;22183244483370.7
Lithuania;LTU;11240360897.7126;53429066429.1251
Luxembourg;LUX;20209122027.1171;70885325883.0941
Latvia;LVA;7145882282.85476;34409229177.9105
Macao SAR; China;7211264780.00828;50751059058.0613
St. Martin (French part);MAF;;
Morocco;MAR;41806219378.6181;117921394402.361
Monaco;MCO;2934578821.10938;7184844192.63456
Moldova;MDA;1698717504.65549;11443671435.9024
Madagascar;MDG;3738704467.51878;13853432868.227
Maldives;MDV;540096397.621071;5327457149.72581
Middle East & North Africa;MEA;809311419864.6;3610538547716.1
Mexico;MEX;526502129378.284;1220699479845.98
Marshall Islands;MHL;112279400;221278000
Middle income;MIC;5506832380381.02;31149460944448.6
North Macedonia;MKD;3756208791.20879;12672131053.1578
Mali;MLI;2920358586.75234;17163432832.0957
Malta;MLT;3923637971.04652;14553422928.8831
Myanmar;MMR;;71214803377.8284
Middle East & North Africa (excluding high income);MNA;412073256189.346;
Montenegro;MNE;;5504166666.66667
Mongolia;MNG;1124440248.9783;13066749138.3261
Northern Mariana Islands;MNP;;1323000000
Mozambique;MOZ;5613212495.5788;14717223206.9
Mauritania;MRT;1375115531.95102;5234817927.17087
Mauritius;MUS;4169664285.38681;14220348672.7333
Malawi;MWI;1750584265.28754;7064971176.34408
Malaysia;MYS;72167498980.8398;358581943446.259
North America;NAC;9697762238406.81;22264345319868.8
Namibia;NAM;3826527630.55551;14521711633.9533
New Caledonia;NCL;3158806480.26107;
Niger;NER;2076737356.67897;9290938457.2883
Nigeria;NGA;54604050168.1818;397269616080.908
Nicaragua;NIC;4635267224.84195;13117845416.6297
Netherlands;NLD;438008220395.468;913658465709.125
Norway;NOR;154163364302.66;434166615431.909
Nepal;NPL;4856255044.39064;29040398982.3466
Nauru;NRU;;125628504.250316
New Zealand;NZL;56227169851.0448;204923917869.355
OECD members;OED;25534580124509.2;52676218073059.5
Oman;OMN;14085373211.9636;79276723016.9051
Other small states;OSS;75063728532.379;452305794432.791
Pakistan;PAK;62191955814.3478;314588210501.063
Panama;PAN;11575486400;65055100000
Peru;PER;55501467877.381;222044970486.217
Philippines;PHL;72207028767.7598;330910343610.956
Palau;PLW;;283994900
Papua New Guinea;PNG;3789443014.61662;23497607690.1178
Poland;POL;174388271853.6;585663814824.044
Pre-demographic dividend;PRE;208223140659.644;1321566580882.4
Puerto Rico;PRI;54086400000;101131000000
Korea; Dem. People’s Rep.;;
Portugal;PRT;123946327916.296;240674524464.24
Paraguay;PRY;9260481572.42462;40496953779.071
West Bank and Gaza;PSE;4067800000;14615900000
Pacific island small states;PSS;3413688245.0637;10381220342.9267
Post-demographic dividend;PST;24615417115160.7;50090289474246.7
French Polynesia;PYF;3775160797.38928;
Qatar;QAT;10255495027.4725;191362087912.088
Romania;ROU;41694118972.5101;239552516744.469
Russian Federation;RUS;270955486862.442;1657554647149.87
Rwanda;RWA;1989343495.21844;9508715596.4368
South Asia;SAS;558476303692.602;3452423671397.97
Saudi Arabia;SAU;146775000000;786521831571.957
Sudan;SDN;11250327988.0478;40851536133.7642
Senegal;SEN;6368265193.69888;24129599551.7869
Singapore;SGP;85728310229.4455;364156657769.87
Solomon Islands;SLB;471177008.057148;1395608472.01325
Sierra Leone;SLE;672375927.347148;4085114794.22324
El Salvador;SLV;10936669900;26057000000
San Marino;SMR;;
Somalia;SOM;;4720727278.18833
Serbia;SRB;18284194680.3844;50597289146.7041
Sub-Saharan Africa (excluding high income);SSA;368755639167.539;1708356764548.15
South Sudan;SSD;;
Sub-Saharan Africa;SSF;369368201561.322;1709948446225.32
Small states;SST;108605731058.466;536146593001.887
Sao Tome and Principe;STP;;422296762.322469
Suriname;SUR;1110850000;3590753768.84422
Slovak Republic;SVK;29856000671.216;105904632155.755
Slovenia;SVN;22146232111.9446;54007972106.4629
Sweden;SWE;268916086994.805;556086488936.559
Eswatini;SWZ;1576904292.4588;4710618471.93167
Sint Maarten (Dutch part);SXM;;
Seychelles;SYC;608369282.225727;1590180446.19384
Syrian Arab Republic;SYR;15200846138.4615;
Turks and Caicos Islands;TCA;;1022312010
Chad;TCD;1744794457.276;11273115239.4255
East Asia & Pacific (IDA & IBRD countries);TEA;1430165481621.57;16253261537421.4
Europe & Central Asia (IDA & IBRD countries);TEC;946380468891.436;4057330568168.54
Togo;TGO;1587345950.9743;5358722982.70893
Thailand;THA;113675706127.265;504992757704.997
Tajikistan;TJK;1320242080.86531;7522947810.12326
Turkmenistan;TKM;2605688065.08338;40761142857.1429
Latin America & the Caribbean (IDA & IBRD countries);TLA;2199438672257.33;5559757932431.6
Timor-Leste;TLS;;2581000000
Middle East & North Africa (IDA & IBRD countries);TMN;407950744428.346;
Tonga;TON;188686997.319035;450353313.884584
South Asia (IDA & IBRD);TSA;558476303692.602;3452423671397.97
Sub-Saharan Africa (IDA & IBRD countries);TSS;369368201561.322;1709948446225.32
Trinidad and Tobago;TTO;6043694330.21609;23808146747.7994
Tunisia;TUN;21803372266.6198;39871132267.9361
Turkey;TUR;275768693191.091;771350330455.267
Tuvalu;TUV;12757632.8684508;42587778.4724662
Tanzania;TZA;12270448700.1994;58001200572.3965
Uganda;UGA;6584815846.52754;27461440192.3549
Ukraine;UKR;41883241471.7365;130832374404.882
Upper middle income;UMC;4376068821217.91;24446132587811.4
Uruguay;URY;25385928198.3212;59596885024.3487
United States;USA;9062820000000;20544343456936.5
Uzbekistan;UZB;14988971210.8383;50499921557.5105
St. Vincent and the Grenadines;VCT;373619851.851852;811300000
Venezuela; RB;85843534588.6206;
British Virgin Islands;VGB;;
Virgin Islands (U.S.);VIR;;
Vietnam;VNM;27209602050.0452;245213686369.157
Vanuatu;VUT;262301252.769228;914301119.28749
World;WLD;31378238438014.8;85909727209568.5
Samoa;WSM;269481523.200465;820491798.30076
Kosovo;XKX;;7938990793.20113
Yemen; Rep.;6838557384.40357;26818703092.5852
South Africa;ZAF;137774755609.072;368288939768.322
Zambia;ZMB;3537683046.02331;26720073435.9014
Zimbabwe;ZWE;6401968200;31000519447.175
